cve,year,se1_0,se1_1,se1_3,se1_4,se1_5,se1_6,se1_7,se1_8,se1_9,rs_w1,rs_w2,rs_w3,rs_w4,rs_w5,rs_w6,rs_w7,rs_w8,rs_w9,rs_w10,rs_w11,rs_w12,rs_w13,rs_w14,rs_w15,rs_w16,rs_w17,rs_w18,rs_w19,rs_w20,rs_w21,rs_w22,rs_w23,rs_w24,rs_w25,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,mun,trat,pto
K81,2004,0,0,24,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,Huiramba,1,0
K82,2004,60,0,16,0,0,133,0,277,12,55,202,12,43,60,26,48,16,24,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,32,68,398,0,0,0,0,Lagunillas,1,0
K83,2004,53,0,393,5,0,243,0,58,0,384,186,103,19,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,272,405,0,0,0,0,Madero,1,0
K84,2004,596,12,1071,93,0,109,0,684,235,608,1236,490,228,81,32,14,8,29,12,12,6,11,12,0,0,12,0,0,0,0,0,0,0,0,191,696,1555,358,0,0,0,Salvador Escalante,1,0
K86,2004,36,72,52,15,0,120,0,36,0,58,173,78,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,102,197,0,0,0,0,Tzintzuntzan,1,0
L22,2004,0,0,0,10,0,183,30,80,24,57,198,22,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,171,108,0,0,0,0,Angamacutiro,0,0
L23,2004,83,0,380,13,48,326,39,0,0,90,524,191,23,34,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,299,526,0,0,0,0,Jose Sixto Verduzco,0,0
L24,2004,0,0,24,47,0,115,0,10,0,2,137,13,21,5,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,121,45,0,0,0,0,Morelos,0,0
L25,2004,0,0,228,93,0,566,0,86,59,279,532,148,40,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,346,413,0,0,0,0,Panindicuaro,0,0
L27,2004,450,186,1428,941,330,5429,563,1470,1141,1507,5332,2080,953,377,333,191,203,167,128,81,42,55,41,49,31,26,19,12,4,4,2,6,4,4,1425,4308,5543,398,0,0,0,Puruandiro,0,0
M45,2004,0,0,0,56,0,0,0,8,12,14,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,55,0,0,0,0,Churumuco,0,0
O24,2004,102,0,331,184,262,2161,188,1047,240,868,2006,540,257,118,95,83,116,75,49,42,20,16,14,13,8,8,6,4,6,8,6,2,2,2,515,1518,2015,314,0,0,0,Zinapecuaro,1,0
O25,2004,30,0,100,14,0,156,9,38,118,120,278,38,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,140,212,0,0,0,0,Querendaro,0,0
O26,2004,0,0,299,0,0,182,0,0,0,231,200,36,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,124,150,167,0,0,0,Indaparapeo,0,0
O48,2004,0,139,122,0,0,117,0,0,7,42,243,78,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,110,240,0,0,0,0,Charo,0,0
O49,2004,260,0,149,91,0,454,591,346,37,253,772,149,40,113,130,126,58,65,48,31,37,16,12,7,3,32,2,4,2,2,2,0,0,12,127,489,957,343,0,0,0,Alvaro Obregon,0,0
O54,2004,0,0,72,26,0,352,21,71,139,276,335,36,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,385,190,0,0,0,0,Coeneo,0,0
O55,2004,12,93,403,111,0,236,24,67,71,189,520,137,57,46,7,5,21,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,157,277,198,385,0,0,0,Jimenez,0,0
O68,2004,12,0,66,20,0,70,72,60,11,74,192,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,110,148,0,0,0,0,Huaniqueo,0,0
O71,2004,0,0,12,76,0,56,0,24,0,23,107,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,111,0,0,0,0,Caracuaro,0,0
O72,2004,94,0,274,523,146,735,53,154,217,347,947,344,180,57,74,39,52,34,34,6,6,6,10,8,4,10,4,2,2,2,2,0,0,0,180,427,1253,307,0,0,0,Cuitzeo,0,0
O73,2004,0,0,128,40,0,0,0,24,0,34,133,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,88,0,0,0,0,Chucandiro,0,0
O74,2004,27,0,289,0,0,210,0,34,12,52,296,146,42,12,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,306,184,0,0,0,0,Santa Ana Maya,0,0
O75,2004,176,0,266,38,96,455,165,562,151,528,871,330,38,14,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,570,1084,0,0,0,0,Huandacareo,0,0
O76,2004,0,0,0,0,0,0,36,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,Copandaro,0,0
O77,2004,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tzitzio,0,0
C75,2004,461,0,4127,1516,725,11574,2575,4946,2966,2271,14386,4371,2216,1281,815,617,561,476,337,196,183,182,133,216,87,91,54,54,85,38,39,29,34,105,2896,8080,13920,3994,0,0,0,Apatzingan,1,0
C76,2004,0,0,13,671,1332,36,44,0,0,20,267,205,169,134,141,154,134,182,124,109,78,71,60,62,29,44,29,34,8,16,4,8,0,16,40,80,677,1299,0,0,0,Arteaga,0,0
C78,2004,12,0,2,18,0,8,0,0,34,14,26,24,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,60,0,0,0,0,0,Charapan,0,0
C79,2004,0,0,2,149,0,253,0,24,48,99,209,110,12,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,137,318,0,0,0,0,Cheran,0,0
C81,2004,126,0,480,289,38,475,0,91,47,147,842,212,182,60,38,22,13,4,2,4,6,4,6,4,0,2,0,0,0,0,0,0,0,0,104,299,1020,123,0,0,0,Gabriel Zamora,0,0
C90,2004,120,0,1138,554,406,2298,90,705,310,353,3294,745,292,186,174,125,111,103,85,54,27,17,15,0,4,11,4,0,0,0,0,0,0,2,577,1731,2962,330,0,0,0,Mugica,0,0
C92,2004,99,0,29,14,0,90,0,0,0,13,170,25,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,106,82,32,0,0,0,Nuevo Urecho,0,0
C93,2004,73,0,167,47,96,341,0,80,0,72,614,50,56,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,299,405,16,0,0,0,Paracuaro,0,0
C94,2004,0,0,1937,103,178,955,46,65,143,903,1522,359,173,67,92,55,48,54,38,14,38,12,22,6,2,2,0,2,0,4,2,2,2,10,218,811,2024,374,0,0,0,Paracho,0,0
D01,2004,1616,0,874,72,0,191,65,165,0,498,540,331,227,140,90,60,60,60,43,35,36,18,18,56,15,24,19,17,4,12,5,0,2,23,159,337,436,759,870,110,312,Taretan,1,0
D05,2004,4365,162,24724,5664,2758,33453,6104,17815,10846,15632,34809,17994,10631,6475,4392,3003,2295,1780,1394,1213,998,803,749,601,507,339,287,267,219,239,175,119,94,584,8180,21912,38331,26246,6997,0,2509,Uruapan,1,0
K85,2004,598,0,12,36,0,123,0,275,0,142,395,284,71,81,36,13,0,0,0,11,1,0,0,0,0,0,12,0,0,0,0,0,0,0,85,255,704,0,0,0,0,Tingambato,1,0
O21,2004,53,0,338,487,290,1802,152,535,173,973,1446,586,342,91,63,56,96,74,41,20,16,8,4,4,0,0,0,0,0,0,0,0,0,0,337,1209,2207,65,0,0,0,Tepalcatepec,0,0
O22,2004,80,0,534,173,326,939,48,341,77,350,1305,437,181,110,37,34,22,9,2,4,2,2,2,2,0,6,0,0,13,2,0,0,0,0,264,811,1443,0,0,0,0,Buenavista,0,0
O52,2004,450,0,50,137,0,67,1299,656,102,197,1084,493,232,176,172,72,98,38,28,3,45,45,48,12,8,0,0,0,0,0,0,0,0,12,97,280,1222,0,1162,0,0,Ziracuaretiro,1,0
O53,2004,1108,0,396,83,0,545,22,173,222,418,1495,432,103,61,16,13,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,214,475,1550,310,0,0,0,Nuevo Parangaricutiro,1,0
O59,2004,0,0,288,41,0,30,0,36,7,39,312,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,130,129,129,0,0,0,Nahuatzen,0,0
O63,2004,0,0,382,6,0,455,70,152,859,100,733,303,234,149,208,66,38,39,14,0,2,9,0,0,13,17,0,0,0,0,0,0,0,1,140,473,566,745,0,0,0,Coalcoman,0,0
O65,2004,31,0,0,0,0,0,8,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,Tumbiscatio,0,0
O67,2004,0,0,339,5,0,138,0,40,88,101,443,64,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,318,181,0,0,0,Aguililla,0,0
O70,2004,1730,0,386,55,19,285,24,110,85,585,1204,488,272,99,30,0,12,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,309,877,1121,387,0,0,0,Tancitaro,1,0
C77,2004,192,0,549,149,77,1207,85,451,753,141,2006,571,308,126,84,50,38,21,37,10,16,21,0,24,0,0,0,0,0,0,12,0,0,0,476,1020,1406,561,0,0,0,Cotija,1,0
C80,2004,0,0,24,149,0,658,0,43,7,98,482,168,71,44,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,170,191,403,0,0,0,Chilchota,1,0
C83,2004,899,0,6711,1227,142,4714,589,2052,1122,1751,6940,2404,1584,1088,919,645,376,322,256,203,142,117,85,81,46,67,88,46,30,34,26,28,9,171,1086,3373,5950,5146,909,992,0,Jacona,0,0
C84,2004,377,0,2888,786,708,2080,215,1253,1150,717,4619,1400,854,472,377,222,139,128,102,89,72,53,15,22,44,16,22,12,8,12,2,6,2,42,877,2583,3557,2440,0,0,0,Jiquilpan,0,0
C86,2004,1277,62,13559,2184,624,16116,2213,6361,3901,2688,20715,7768,4676,2533,1844,1218,859,618,524,370,335,351,253,233,193,197,153,111,123,74,68,49,41,274,3841,10604,18717,11792,1343,0,0,La Piedad,0,0
C88,2004,1414,0,2053,874,464,6255,940,2384,1670,1121,9416,1838,970,563,427,270,213,178,148,109,81,41,84,86,66,36,26,15,22,10,6,3,7,23,2535,5174,6253,1807,285,0,0,Los Reyes,1,0
C96,2004,1271,12,1127,81,96,1185,67,317,291,397,2812,652,297,112,58,49,32,4,12,5,0,1,0,4,10,2,2,0,0,0,0,0,0,0,690,1495,1880,382,0,0,0,Periban,1,0
C98,2004,58,0,3279,1246,72,8635,1440,2980,2224,1683,10233,3234,1699,855,528,342,273,227,155,97,68,73,63,86,76,61,45,37,26,15,15,8,4,33,2154,5817,9989,1974,0,0,0,Sahuayo,0,0
D02,2004,811,0,1030,173,0,280,0,213,106,192,1151,480,245,178,132,94,26,21,0,0,19,15,12,0,0,12,0,0,0,12,0,0,12,12,181,530,1076,826,0,0,0,Tinguindin,1,0
D03,2004,975,0,1572,180,0,380,68,115,108,413,1285,288,175,143,117,104,68,72,61,14,11,32,37,22,12,0,1,12,11,1,10,0,1,60,269,459,753,89,1160,668,0,Tocumbo,1,0
D06,2004,133,0,275,50,0,361,127,122,164,76,931,119,89,0,0,6,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,561,440,0,0,0,0,Venustiano Carranza,0,0
D08,2004,1484,209,15926,4212,1147,30473,5575,13281,10943,8604,31095,13300,8479,4900,3325,2554,1827,1377,1149,907,783,649,653,495,452,404,315,246,201,186,153,174,134,524,7046,18324,31158,18431,2105,1473,3213,Zamora,0,0
L26,2004,37,0,36,101,152,147,119,0,0,8,288,99,43,2,22,10,22,22,22,24,12,10,4,6,0,0,0,0,0,0,0,0,0,0,74,207,311,0,0,0,0,Penjamillo,0,0
O23,2004,309,0,12,18,95,157,0,24,231,63,479,200,58,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,116,385,309,0,0,0,Pajacuaran,0,0
O28,2004,159,0,372,122,0,661,39,24,114,244,710,216,134,62,67,10,12,23,10,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,101,421,840,129,0,0,0,Vista Hermosa,0,0
O29,2004,21,0,106,58,0,407,0,58,37,10,470,105,33,32,2,11,1,12,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,323,275,0,0,0,0,Tanhuato,0,0
O30,2004,46,0,169,52,0,259,0,121,34,37,342,195,70,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,76,525,0,0,0,0,Brisenas,0,0
O31,2004,0,0,39,0,0,124,0,0,0,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,76,0,0,0,0,Zinaparo,0,0
O32,2004,12,0,215,4,36,223,12,36,12,13,441,35,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,219,246,14,0,0,0,Churintzio,0,0
O33,2004,919,0,552,148,0,618,60,107,42,82,1153,475,294,161,83,88,24,4,2,0,26,2,0,14,14,4,4,0,0,0,12,2,2,0,160,469,947,818,52,0,0,Numaran,0,0
O39,2004,573,0,482,342,180,1666,156,496,390,695,2432,595,288,58,38,25,52,40,20,19,12,1,0,2,2,8,0,0,0,0,0,0,0,0,512,1524,2216,33,0,0,0,Tangancicuaro,1,0
O40,2004,249,19,2308,140,259,1220,112,431,220,856,2800,553,362,122,62,27,34,37,29,26,18,8,16,0,2,0,0,0,0,0,0,0,0,0,612,1621,2479,246,0,0,0,Purepero,1,0
O41,2004,146,55,0,0,0,171,0,0,103,32,409,24,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,130,314,0,0,0,0,Tlazazalca,0,0
O43,2004,0,0,12,0,0,74,0,132,12,0,98,0,16,14,28,22,18,18,4,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,50,48,132,0,0,0,0,Cojumatlan de Regules,0,0
O50,2004,48,0,502,50,0,249,72,84,112,76,780,120,55,36,26,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,427,333,259,0,0,0,Chavinda,0,0
O51,2004,17,0,597,103,0,466,51,142,226,204,1104,164,88,12,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,765,500,0,0,0,0,Tangamandapio,1,0
O56,2004,267,25,1020,174,306,2102,86,591,238,239,3181,718,192,42,148,53,54,69,37,8,18,12,2,8,8,16,0,4,0,0,0,0,0,2,579,1816,2414,0,0,0,0,Yurecuaro,0,0
O60,2004,178,0,165,21,54,336,66,12,136,67,844,49,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,261,511,0,0,0,0,Ecuandureo,0,0
O62,2004,0,0,0,0,0,626,0,93,48,41,240,113,135,65,43,28,24,30,12,6,14,2,10,4,0,2,0,0,0,0,0,0,0,0,22,211,82,452,0,0,0,Villamar,0,0
O69,2004,234,0,168,14,0,143,0,96,12,177,460,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,147,400,0,0,0,0,Ixtlan,0,0
O78,2004,39,0,788,10,0,336,263,228,140,111,1130,260,197,60,17,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,500,722,415,0,0,0,Marcos Castellanos,0,0
C82,2004,224,32,2704,1373,2132,5163,951,2099,3154,450,9078,2715,1159,784,635,512,398,356,347,229,230,167,135,123,84,87,69,49,39,40,24,33,18,49,1830,4856,6922,3205,762,257,0,Hidalgo,1,0
C85,2004,13,0,643,120,0,77,0,16,60,7,276,276,135,71,36,37,12,13,10,12,32,12,0,0,0,0,0,0,0,0,0,0,0,0,60,233,198,438,0,0,0,Jungapeo,1,0
D09,2004,379,0,5288,1930,700,11434,2066,3446,4660,996,14326,4356,2284,1401,1106,1023,909,592,476,358,312,310,183,182,173,134,116,96,58,74,76,41,45,125,2694,6432,10902,7768,502,0,0,Zitacuaro,1,0
H44,2004,8,0,147,143,0,117,3,118,135,30,569,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,49,525,0,0,0,0,Angangueo,0,0
N97,2004,0,36,3021,0,0,189,0,108,94,227,1716,690,316,133,106,90,55,10,25,26,6,6,26,4,2,0,0,0,0,0,0,0,12,0,79,287,1556,726,800,0,0,Tlalpujahua,0,0
O27,2004,0,0,465,23,0,109,12,30,0,20,535,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,234,371,0,0,0,0,Ocampo,1,0
O34,2004,25,29,1011,580,0,3786,364,2035,758,219,4867,1384,728,408,264,167,107,110,68,26,44,24,21,22,23,21,1,9,4,6,14,0,3,50,806,2174,4128,1480,0,0,0,Maravatio,0,0
O35,2004,12,0,515,152,51,217,0,464,152,68,809,276,149,60,37,58,26,9,14,20,8,28,0,0,0,0,0,3,0,0,0,0,0,0,68,245,453,797,0,0,0,Contepec,0,0
O36,2004,14,345,306,680,0,2413,108,845,533,191,2936,716,587,205,189,144,52,29,64,16,28,28,20,11,6,6,0,10,2,6,0,0,0,0,491,1205,2449,1099,0,0,0,Huetamo,0,0
O37,2004,290,0,144,66,0,462,80,50,0,75,606,205,121,53,15,1,1,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,39,309,573,132,39,0,0,San Lucas,0,0
O44,2004,0,62,389,9,0,192,6,21,0,10,504,143,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,333,315,0,0,0,0,Irimbo,0,0
O45,2004,0,0,49,0,0,0,48,0,0,16,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,72,0,0,0,0,0,Aporo,0,0
O46,2004,733,0,200,151,165,751,17,341,209,324,1393,307,167,97,68,40,34,45,30,24,8,8,12,2,4,2,0,4,0,0,0,0,0,0,313,608,1366,280,0,0,0,Tuxpan,1,0
O47,2004,48,0,78,0,0,203,0,0,60,12,349,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,108,103,160,0,0,0,Senguio,0,0
O64,2004,0,0,4,12,0,175,0,0,0,2,105,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,10,110,0,0,0,0,Tiquicheo,0,0
O66,2004,0,0,17,0,0,354,0,36,0,6,162,75,66,46,26,6,4,4,0,2,4,4,0,0,2,2,0,0,0,0,0,0,0,0,21,92,294,0,0,0,0,Tuzantla,0,0
O79,2004,0,0,0,0,0,104,0,1,0,1,24,19,49,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,80,0,0,0,0,Juarez,1,0
C87,2004,367,953,9577,8375,2096,16410,6819,11141,6278,2761,20211,7534,5318,4216,3382,2779,2381,2112,1690,1326,1131,861,870,758,636,513,555,470,467,304,278,342,210,690,3722,11034,19086,15766,3466,2980,5601,Lazaro Cardenas,0,0
O81,2005,107,0,149,76,70,341,0,218,240,28,379,223,169,132,98,22,20,25,15,9,6,8,6,9,10,6,12,12,8,4,0,0,0,0,79,152,902,68,0,0,0,Coahuayana,0,0
O82,2005,12,1110,0,134,0,187,62,0,0,0,107,403,177,114,88,54,46,41,68,83,70,42,30,29,42,23,11,9,14,9,5,10,10,20,20,28,533,924,0,0,0,Aquila,0,0
C89,2005,2623,541,50590,13087,5071,68018,15677,51426,30440,18205,62551,38428,24855,17552,12739,9831,7992,6443,5496,4477,4326,3286,3048,2360,2228,1785,1620,1514,1126,1144,1034,827,787,3230,14324,38951,76690,55463,23482,9760,16928,Morelia,0,0
C91,2005,0,0,0,10,0,37,0,0,0,0,37,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,Nocupetaro,0,0
C95,2005,377,0,2708,995,628,6894,1276,3369,3083,567,9795,3165,1532,866,570,411,398,356,272,189,178,110,105,126,145,59,96,42,42,61,50,20,10,145,1627,4611,7103,5969,0,0,0,Patzcuaro,1,0
C97,2005,12,0,467,137,0,1159,16,300,320,216,1558,337,174,73,23,3,4,13,3,0,0,1,2,2,0,0,0,0,2,0,0,0,0,0,347,991,1073,0,0,0,0,Quiroga,1,0
C99,2005,1484,24,1405,329,157,3099,242,741,781,351,3867,1230,823,343,160,139,91,107,93,96,56,53,23,29,8,21,20,32,21,4,4,10,4,39,615,1724,3630,1604,359,0,306,Tacambaro,1,0
D04,2005,36,0,472,6,0,372,12,89,54,18,648,60,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,331,230,77,307,0,0,Turicato,1,0
D07,2005,412,10,8236,2540,638,7956,1890,4107,1670,1009,12618,3824,2274,1396,1182,897,688,457,389,338,289,229,182,210,175,114,93,95,50,70,62,37,34,296,2698,6100,10358,5088,950,1979,0,Zacapu,0,0
D10,2005,380,96,2766,1061,0,2134,169,316,0,350,2507,1751,857,485,344,178,145,98,46,30,26,22,21,12,4,0,0,13,0,0,0,0,0,0,229,908,3643,1396,746,0,0,Tarimbaro,1,0
K77,2005,12,0,218,27,27,126,0,36,25,25,397,24,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,239,163,0,0,0,0,Acuitzio,1,0
K78,2005,801,0,409,144,0,1556,746,428,264,183,2312,568,377,212,287,79,59,27,53,26,21,5,6,4,2,1,4,2,0,0,0,0,0,2,434,1212,1792,830,0,0,0,Ario,1,0
K79,2005,20,0,332,1,0,116,0,99,124,15,472,161,3,17,9,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,100,259,303,0,0,0,Erongaricuaro,1,0
K80,2005,98,0,45,81,0,622,24,244,111,36,647,174,45,43,38,28,10,20,10,12,2,2,6,12,0,0,0,0,4,3,0,12,2,15,170,308,643,0,0,0,0,La Huacana,0,0
K81,2005,0,0,24,4,0,17,0,0,0,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,Huiramba,1,0
K82,2005,60,0,6,0,0,175,7,336,12,10,268,30,35,50,63,41,28,37,0,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,27,70,499,0,0,0,0,Lagunillas,1,0
K83,2005,56,0,393,47,0,304,0,46,0,118,493,113,50,17,4,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,288,474,0,0,0,0,Madero,1,0
K84,2005,581,12,1041,121,0,148,0,725,247,137,1557,569,281,109,51,45,9,33,12,22,2,7,8,9,6,6,0,0,0,0,0,0,0,0,178,692,1550,455,0,0,0,Salvador Escalante,1,0
K86,2005,24,94,67,15,0,104,0,26,0,21,226,62,17,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,54,234,0,0,0,0,Tzintzuntzan,1,0
L22,2005,0,0,0,8,0,194,24,85,24,8,244,56,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,227,86,0,0,0,0,Angamacutiro,0,0
L23,2005,72,0,226,0,31,362,43,0,0,12,487,160,25,36,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,279,409,0,0,0,0,Jose Sixto Verduzco,0,0
L24,2005,0,0,2,29,0,123,0,15,0,0,110,43,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,86,50,0,0,0,0,Morelos,0,0
L25,2005,0,0,273,91,0,563,0,76,59,30,813,152,43,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,389,476,0,0,0,0,Panindicuaro,0,0
L27,2005,436,204,1400,699,342,5649,575,1454,1120,188,6041,2188,1229,375,344,202,204,204,161,97,65,65,39,52,51,26,16,16,8,10,2,6,5,14,1262,4083,5699,588,0,0,0,Puruandiro,0,0
M45,2005,0,0,0,36,0,6,0,0,12,2,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,36,0,0,0,0,Churumuco,0,0
O24,2005,148,0,370,168,279,2190,467,1065,249,142,2717,770,285,237,57,101,122,104,50,51,42,28,14,24,20,14,9,8,0,4,2,0,4,2,537,1528,2299,443,0,0,0,Zinapecuaro,1,0
O25,2005,24,0,120,18,0,174,2,75,108,13,376,81,19,11,3,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,140,272,0,0,0,0,Querendaro,0,0
O26,2005,0,0,358,11,0,184,0,5,0,177,332,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,132,111,264,0,0,0,Indaparapeo,0,0
O48,2005,7,135,130,2,0,131,0,18,2,9,278,119,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,110,281,0,0,0,0,Charo,0,0
O49,2005,216,0,155,273,0,414,612,359,10,52,914,194,79,95,132,149,77,88,51,43,50,11,15,20,4,12,14,2,9,2,2,0,0,12,159,430,929,509,0,0,0,Alvaro Obregon,0,0
O54,2005,0,0,84,62,0,322,20,60,106,24,503,85,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,354,215,0,0,0,0,Coeneo,0,0
O55,2005,6,95,379,97,0,239,32,71,82,17,583,231,63,36,8,7,20,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,170,221,252,358,0,0,0,Jimenez,0,0
O68,2005,12,0,93,0,0,68,72,72,12,10,283,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,114,158,0,0,0,0,Huaniqueo,0,0
O71,2005,0,0,12,21,0,48,0,24,0,2,85,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,77,13,0,0,0,0,Caracuaro,0,0
O72,2005,123,0,206,722,153,751,38,148,195,54,1174,381,244,140,64,43,53,41,56,10,6,0,0,4,2,8,6,2,8,4,0,2,2,1,179,401,1309,416,0,0,0,Cuitzeo,0,0
O73,2005,0,0,88,15,0,0,0,14,0,12,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,54,10,0,0,0,0,Chucandiro,0,0
O74,2005,25,0,329,18,0,200,0,25,40,2,374,183,42,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,296,269,0,0,0,0,Santa Ana Maya,0,0
O75,2005,165,0,254,15,77,441,196,575,167,76,1260,348,61,24,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,632,990,0,0,0,0,Huandacareo,0,0
